RecallNo,y2k,Manufacturer,Type,Prname,Seqid,Hazard,Country_mfg,Recdate
10002,110002,,,"Halcyon Surface Marker Buoys (SMBs), Lift Bags",12147,,,
01500,101182,,,Hamacas Mini-hammocks,274,Suffocation,,2000-09-18
87030,87030,,,Hammer Car toy,316,,,
93018,93018,,,Handi-Craft Talking Touch Tinkle Phone telephone toys,571,,,
87030,87030,,,Happy Duck Pull Toy,315,,,
90104,90104,,,Happy Tricycle Police & Thief toys,276,Choking,,1990-06-04
01124,101124,,,Happy Wax disposable lighters,544,,,
99080,99080,,,Haro bicycles,722,,,
90047,90047,,,Harris Lion stuffed animal toys,270,,,
75040,75040,,,Hartford Carmel  carpets and rugs,356,Fire & Fire-Related Burn,,1975-05-19
09137,109137,,,"Havaianas Kids Love, Sereias, Speed, Lucky Bug, Pets, Rock, Slim, & Wonder Woman children's flip flops",11405,,,
03145,103145,,,HDC Homer Distributing Fluorescent work lights,6823,,,
03145,103145,,Lights & Accessories,HDC Homer Distributing Handyman's trouble lights,6822,Electrocution/Electric Shock,China,2003-06-19
97012,97012,,,Heil oil furnaces,528,,,
07236,107236,,,"Hello Kitty, Coasters Lighted Car Compel, Cambridge Mary-Jane Clog Shoes",9568,,,
93101,93101,,,Hematinic Formula iron-containing dietary supplement products,364,,,
01212,101212,,,HHuffy igh Gear 12-inch boy's bicycle,3907,,,
99012,99012,,,High Rider Fisher-Price Power Wheels battery-powered ride-on cars/trucks,694,,,
88051,88051,,,Hippo plastic wind-up water toys,552,Choking,,1988-07-14
99012,99012,,,Hot Wheels Lamborghini Fisher-Price Power Wheels ride-on cars/trucks,679,,,
93097,93097,,,Huffy America bicycles,3838,,,
93097,93097,,,Huffy Beverly Hills bicycles,3843,,,
93097,93097,,,Huffy Black Bear bicycles,3846,,,
93097,93097,,,Huffy Bull Run bicycles,3826,,,
93097,93097,,,Huffy Cherokee bicycles,3833,,,
93097,93097,,,Huffy Cross II bicycles,3841,,,
93097,93097,,,Huffy Destroyer bicycles,3829,,,
93097,93097,,,Huffy Dirt Thrower bicycles,3830,,,
93097,93097,,,Huffy Double Take bicycles,3808,,,
93097,93097,,,Huffy Essence bicycles,3806,,,
93097,93097,,,Huffy Expedition bicycles,3816,,,
93097,93097,,,Huffy Fastback bicycles,3842,,,
93097,93097,,,Huffy Fire Mountain bicycles,3802,,,
93097,93097,,,Huffy Force One bicycles,3828,,,
93097,93097,,,Huffy Highland bicycles,3825,,,
93097,93097,,,Huffy Jack Hammer bicycles,3832,,,
93097,93097,,,Huffy Key Largo bicycles,3839,,,
93097,93097,,,Huffy Key West bicycles,3836,,,
93097,93097,,,Huffy Laurel Bay bicycles,3813,,,
93097,93097,,,Huffy Megaforce bicycles,3822,,,
93097,93097,,,Huffy Mojave Gulch bicycles,3804,,,
93097,93097,,,Huffy Mont Claire bicycles,3809,,,
93097,93097,,,Huffy Mt. Storm bicycles,3837,,,
93097,93097,,,Huffy Mudslinger bicycles,3812,,,
01212,101212,,,Huffy MX 1800 16-inch boy's bicycle,3908,,,
01212,101212,,,Huffy MX1200 12-inch boy's bicycle,3906,,,
93097,93097,,,Huffy Night Heat bicycles,3805,,,
93097,93097,,,Huffy Paradise bicycles,3827,,,
93097,93097,,,Huffy Pasadena bicycles,3823,,,
93097,93097,,,Huffy Regatta bicycles,3803,,,
93097,93097,,,Huffy Rock Trail bicycles,3844,,,
93097,93097,,,Huffy Sandy Creek bicycles,3845,,,
93097,93097,,,Huffy Shock Treatment bicycles,3831,,,
93097,93097,,,Huffy Silhouette bicycles,3821,,,
93097,93097,,,Huffy Sledge Hammer bicycles,3824,,,
93097,93097,,,Huffy Snake River bicycles,3810,,,
93097,93097,,,Huffy Snake Rock bicycles,3835,,,
93097,93097,,,Huffy Stalker LX bicycles,3801,,,
93097,93097,,,Huffy Stomper 2 bicycles,3840,,,
93097,93097,,,Huffy Street Heat bicycles,3811,,,
93097,93097,,,Huffy Swamp Water bicycles,3819,,,
93097,93097,,,Huffy Thunder Ridge bicycles,3820,,,
93097,93097,,,Huffy Tidal Water bicycles,3834,,,
93097,93097,,,Huffy Titanium bicycles,3815,,,
93097,93097,,,Huffy Tropic Bay bicycles,3818,,,
93097,93097,,,Huffy Wild Slide bicycles,3814,,,
93097,93097,,,Huffy Z18 bicycles,3817,,,
93097,93097,,,Huffy Z24 bicycles,3807,,,
01229,101229,,,Hunter's View Big Daddy  treestand,3944,Fall,,2001-09-12
01229,101229,,,Hunter's View Big Daddy Comfort Zone treestand,6367,,,
01229,101229,,,Hunter's View Big Daddy Lite treestand,6368,,,
01229,101229,,,Hunter's View Big Horn Ram treestand,3945,,,
01229,101229,,,Hunter's View Comfort Zone Swivel Seat treestand,3948,,,
01229,101229,,,Hunter's View Hoot Owl treestand,3946,,,
01229,101229,,,Hunter's View Timber Ghost treestand,3947,,,
01229,101229,,,Hunter's View Wildcat Comfort Zone treestand,6365,,,
01229,101229,,,Hunter's View Wildcat treestand,6366,,,
00192,100192,,,Icon Havana road bike handlebar stems,1703,,,
05233,105233,,,"Idea Nuova Sport, Training Camp, Rainbow Angel Children’s Folding Chairs",28,,,
05233,105233,,,"Idea Nuova, I.N.I. Spiderman, Disney Princess Children’s Folding Chairs",29,Collapse,,2005-07-27
92034,92034,,,III Woods Transmitter and Receiver Christmas Tree Light Control Kit,357,Fire & Fire-Related Burn,,1991-12-20
02156,102156,,,Impact Wrench Kit Automotive Chargers,4343,,,
98025,98025,,,Interval Diamondback mountain bike chains,632,,,
89076,89076,,,Iron hand-held hair dryers,6025,Electrocution/Electric Shock,,1989-08-14
92065,92065,,,Islander swing sets,1370,,,
03096,103096,,,Izzi's Kids & Clockwise girls' iridescent hooded winter jackets,6747,,,
84045,84045,,,Jacobsen electric pressure washers,1319,,,
90047,90047,,,Jake Monkey stuffed animal toys,273,Choking,,1990-03-14
02203,102203,,,Jakks Pacific Nickelodeon Spray Foam,6328,,,
97012,97012,,,Janitrol oil furnaces,529,,,
99012,99012,,,Jeep Adventure Team Fisher-Price Power Wheels ride-on cars/trucks,693,,,
99012,99012,,,Jeep Commando Fisher-Price Power Wheels ride-on cars/trucks,692,,,
99012,99012,,,Jeep Dune Squad Fisher-Price Power Wheels ride-on cars/trucks,691,,,
99012,99012,,,Jeep Dune Watch Fisher-Price Power Wheels ride-on cars/trucks,690,,,
99012,99012,,,Jeep Enforcer Fisher-Price Power Wheels ride-on cars/trucks,681,,,
99012,99012,,,Jeep Laredo Fisher-Price Power Wheels ride-on cars/trucks,682,,,
99012,99012,,,Jeep Renegade Fisher-Price Power Wheels ride-on cars/trucks,683,,,
99012,99012,,,Jeep Safari Fisher-Price Power Wheels ride-on cars/trucks,687,,,
99012,99012,,,Jeep Sahara Fisher-Price Power Wheels ride-on cars/trucks,689,,,
99012,99012,,,Jeep Wrangler Fisher-Price Power Wheels ride-on cars/trucks,685,,,
96014,96014,,,Jet Set electric hand-held hair dryers,548,,,
09126,109126,,,"Jetboil Coffee Press, Java Kit Personal Group Cooking Systems",11364,,,
01011,101011,,,Jett  front suspension bicycle forks,241,Fall,,2000-10-12
88078,88078,,,Jill Fibre Craft dolls,5637,,,
92044,92044,,,Jingle Bell Dog plush toys,1362,,,
86042,86042,,,Jo Gunn Omnidirectional CB Antennas,250,Electrocution/Electric Shock,,1986-07-09
86042,86042,,,Jo Gunn Pistol Omnidirectional CB Antennas,251,Electrocution/Electric Shock,,1986-07-06
86042,86042,,,Jo Gunn Son of A Gunn Omnidirectional CB Antennas,252,Electrocution/Electric Shock,,1986-07-09
01204,101204,,,Jordan Trunner 2000 cross-training shoes,3883,,,
01204,101204,,,Jordan Trunner Bubble cross-training shoes,3882,,,
01204,101204,,,Jordan Trunner Mid cross-training shoes,3881,,,
90133,90133,,,JSNY Funny Clown Brightly colored toy clown dolls,283,Choking,,1990-07-31
01011,101011,,,Judy TT Special  front suspension bicycle forks,243,Vehicle Accident,,2000-10-12
93035,93035,,,Jungle Animals Fuzzy Puzzles toys,1376,,,
89057,89057,,,K Mart Baby Wheel Rattles snail rattles,261,Choking,,1989-06-20
97118,97118,,,Kartco Roadboss go-karts,1961,,,
99012,99012,,,Kawasaki GPZ Fisher-Price Power Wheels ride-on cars/trucks,714,,,
99012,99012,,,Kawasaki Ninja ATV Fisher-Price Power Wheels ride-on cars/trucks,686,,,
08004,108004,,Toy Blocks,"KB Toys 10-in-1 Activity Learning Carts, and Flip-Flop Alphabet Blocks",9780,,,
93044,93044,,,Keds Flexibles Hop infant's and young children's shoes,1379,Choking,,1993-02-17
93044,93044,,,Keds Flexibles Skip infant's and young children's shoes,1378,,,
96095,96095,,,Keller Industrial fiberglass extension ladders,511,Fall,,1996-04-10
96095,96095,,,Keller Industrial Heavy Duty fiberglass extension ladders,512,,,
88118,88118,,Toy Miscellaneous,Kellogg Binoculars toys,5595,Choking,,1988-12-28
00037,100037,,,Kelty K.I.D.S. Country backpack child carriers,3765,,,
00037,100037,,,Kelty K.I.D.S. Elite backpack child carriers,3764,Fall,,1999-12-22
00037,100037,,,Kelty K.I.D.S. Town backpack child carriers,3763,,,
00037,100037,,,Kelty K.I.D.S. Trek backpack child carriers,3767,,,
97118,97118,,,Ken-Bar Mud Hog go-karts,1962,,,
97118,97118,,,Ken-Bar Salute to America go-karts,771,,,
97118,97118,,,Ken-Bar Sand Dog go-karts,1956,,,
97118,97118,,Go-Karts & Accessories,Ken-Bar Streaker go-karts,1957,,,
01198,101198,,,Kenyon Express,1400,,,
02073,102073,,,Kholer Helios shower doors,6392,,,
02061,102061,,,Kid Cool girls' fleece sleeveless vests,6374,,China,
98004,98004,,,Kiddie Necklace Bracelet Set children's toy jewelry sets,7020,,,
04123,104123,,,"Kids II Picture This Vinyl Book, Baby’s Photo Album Vinyl Mirror Books",7457,,,
01217,101217,,,Kids R Us Children's Cargo Pants,3887,Choking,,2001-08-16
98153,98153,,,Kids Retreat wooden bunk beds,646,,,
94016,94016,,,King Troll Good Time Troll cigarette lighters,487,Fire & Fire-Related Burn,,1993-12-13
01004,101004,,,KitchenAid Little Classic food processors,1569,,,
01004,101004,,,KitchenAid Little Ultra Power food processors,1568,,,
84045,84045,,,Kleen King electric pressure washers,1318,,,
99012,99012,,,Kmart Racing Truck Fisher-Price Power Wheels ride-on cars/trucks,674,,,
00034,100034,,,Kolcraft Infant Restraints,3762,,,
07315,107315,,,"Kolcraft Jeep Sahara, Contours 3 in 1 Play Yards",9769,Suffocation,China,2007-09-27
01056,101056,,,Kolcraft Ranger strollers,7180,,,
99021,99021,,,Kolkraft Playskool Travel-Lite Portable Cribs,4546,Suffocation,,1998-11-17
95020,95020,,,Krups PowerXPlus blenders,378,,,
84024,84024,,,La Chef microwave ovens,1274,,,
98041,98041,,,La Reina Liberty bells Christmas Light sets,6168,,,
04540,104095,,,Lado Professional Energy Turbo electric hand-held hair dryers,7361,,Italy,
74076,74076,,,Lady Lovely baby gowns,3794,,,
74076,74076,,,Lady Lovely toddler's gowns,3793,Fire & Fire-Related Burn,,1974-11-08
74076,74076,,,Lady Lovely toddler's robes,3795,,,
02071,102071,,,LaJobi Molly wooden cribs,6391,Strangulation,,
98025,98025,,,Lakeside Diamondback mountain bike chains,587,,,
99012,99012,,,Lamborghini Fisher-Price Power Wheels battery-powered ride-on cars/trucks,712,,,
03199,103199,,,"Lang Home and Heart, Frances' Garden Melting Pot Gift Sets",6941,,China,
03199,103199,,,"Lang Noel Rose, Holiday Bounty, All Decked Out Melting Pot Gift Sets",6942,,,
03199,103199,,,"Lang Stars Stars Stars, Herb Garden, Melting Pot Gift Sets",6943,,,
02212,102212,,Puzzles,Lauri Familiar Things Toddler Puzzles,6336,Choking,,
77096,77096,,Paint & Coating Items,Lead-Based Paint,1665,,,
99167,99167,,,LeSa Yang Crazy Ribbon spray string,3735,,,
94061,94061,,,Levi Strauss Koveralls,376,,,
94061,94061,,,Levi Strauss Rompers,375,Choking,,1994-04-22
94061,94061,,,Levi Strauss Shortalls,374,,,
01513,101115,,,Levi's Koveralls,3799,,,
01513,101115,,,Levi's Shortalls,3800,,,
97095,97095,,,Lewis Furniture Wooden Bunk Beds,568,,,
92051,92051,,,Lexington Furniture Industries Color Plus furniture collections,1364,Fall,,1992-02-10
98153,98153,,,Lifestyle Maple wooden bunk beds,647,,,
05160,105160,,Toy Trains,"Light-up Pacifiers, New Style Toy Pianos, High Toys Choochoo Toy Trains",8050,Choking,China,2005-04-20
95053,95053,,,Li'l Roughneck Humphrey the Dinosaur Hamper children's hampers,497,Entrapment,,1994-12-23
02514,102080,,,Lite Machines Corona Electric Helicopter Kit Fusion Motor Speed Controllers,4099,,,
97050,97050,,,Little Levi's Shortalls,572,Choking,,1996-12-20
06156,106156,,,"Littlest Rebel, Dimples, Little Colonel, Baby Take a Bow, Little Miss Broadway",8674,,,
06071,106071,,,"LL Bean Winter Safety Kit, Outdoorsman in a Bottle",8471,,,
98153,98153,,,Locker Room wooden bunk beds,648,,,
92065,92065,,,Lookout Tower swing sets,1372,,,
06038,106038,,,"Louisville Manhole, Extension Trestle Ladders",8401,,,
78023,78023,,Heating Registers,Louvers in floor air registers,7048,Laceration,,1978-04-24
90047,90047,,,Lovie Lamb stuffed animal toys,271,,,
94016,94016,,,Lucky Troll Good Time Troll cigarette lighters,488,Fire & Fire-Related Burn,,1993-12-13
02172,102172,,,Luxo Little Dipper Portable Fluorescent Lamps,6424,,,
89003,89003,,,M. Ginsburg Baby Doll toys,223,Choking,,1989-01-13
89003,89003,,,M. Ginsburg Crawling Baby Doll toys,224,Choking,,1989-01-13
89003,89003,,,M. Ginsburg Doll toys,222,,,
89003,89003,,,M. Ginsburg Dressed Doll with Crystal Eyes toys,226,,,
89003,89003,,,M. Ginsburg Plastic Clothespin rattles,228,,,
89003,89003,,,M. Ginsburg Plastic Safety Pin rattles,230,,,
89003,89003,,,M. Ginsburg Plastic Spoon rattles,229,,,
89003,89003,,,M. Ginsburg Sitting Baby Doll toys,225,Choking,,1989-01-13
89003,89003,,,M. Ginsburg Sitting Doll with Yarn Hair toys,227,,,
83010,83010,,,M.R. Lane A-4 Tennis Net Tensioning Devices,1308,,,
85062,85062,,,Magic Clown baby toy,1332,,,
91090,91090,,,Magic Milk and Juice Bottle toys,303,Choking,,1991-07-01
96075,96075,,,Manco above ground pool frame ledge covers,507,,,
84013,84013,,,Mandalay cribs,1149,,,
78026,78026,,Gas/Propane Connectors/Regulators/Hoses,manually operated gas valves,7058,Fire & Fire-Related Burn,,1978-04-24
99080,99080,,,Marin bicycles,721,,,
02229,102229,,,"Marin Nail Trail, Pioneer Trail, Rocky Ridge, Stinson, mountain bikes",6465,Vehicle Accident,,
98153,98153,,,Marina Oak wooden bunk beds,660,,,
75022,75022,,,Mars carpets,232,Fire & Fire-Related Burn,,1975-03-05
07301,107301,,,"Mattel Barbie Dream Kitty Condo, Living Room, Table & Chairs Kitchen Playsets",9724,,,
92045,92045,,,Maxi Rower stomach exerciser,1363,Fall,,1992-02-05
78021,78021,,,Mentor automatic baseball pitching machines,3785,,,
01011,101011,,,Metro RockShox  front suspension bicycle forks,242,Fall,,2000-10-12
84045,84045,,,Mid-State's Dura-Wash electric pressure washers,1317,,,
87080,87080,,,Miracle's Bounce-Around Whirl playground equipment,1348,,,
87080,87080,,,Miracle's Bukaroo Whirl playground equipment,1347,,,
87080,87080,,,Miracle's Flying Gym playground equipment,1345,,,
87080,87080,,,Miracle's Flying Wheelsplayground equipment,1346,Laceration,,1987-12-16
05239,105239,,,"Mitis and Mitis Dama, Motobecane LeChampion SL bicycles",49,,,
02236,102236,,,Mongoose Hot Link Sommet bicycles,6482,,,
99012,99012,,,Monster 4x4 Fisher-Price Power Wheels battery-powered ride-on cars/trucks,672,,,
99012,99012,,,Monster Racing Truck Fisher-Price Power Wheels ride-on cars/trucks,710,,,
99012,99012,,,Monster Sound Big Foot Fisher-Price Power Wheels ride-on cars/trucks,707,,,
82036,82036,,,Montgomery SchoolhouseTT 5 Disc Rattle,1142,,,
75022,75022,,,Moonwalk carpets,355,Fire & Fire-Related Burn,,1975-03-05
04059,104059,,,"Mr. Christmas CROWNZZ Angel, Rose, Girl, Kneeling Angel Candleholders",7296,,,
98029,98029,,Tractors,MTD Yard Machine garden tractors,4565,Fall,,1997-11-24
08226,108226,,,"Mudpuppy Are We There Yet, Get Crafty, Happy Camper, Road Trip,Things to Do in the Meantime Journals",10340,,,
90091,90091,,,Muffy VanderBear toy bears in Tree Trimming Outfits,347,Choking,,1990-05-08
98151,98151,,,Mulan rolling luggage,639,,,
96027,96027,,,Munchkin Crayola glitter pacifiers,550,,,
90041,90041,,,Musical Carousel Crib Mobile toys,266,Choking,,1990-03-12
01221,101221,,,My Baby Products Boat,1432,,,
84001,84001,,,My Button Book cloth books,1148,,,
99012,99012,,,My First Roadster Fisher-Price Power Wheels ride-on cars/trucks,709,,,
93101,93101,,,Natural Amino Acid Chelated Iron iron-containing dietary supplements,365,,,
90104,90104,,,Naughty Bear toys,277,Laceration,,1990-06-04
01516,101186,,,Neiman Marcus Plantation Nightstands,3923,Poisoning,,2001-07-05
01516,101186,,,Neiman Marcus Queen Plantation Bed Headboards,3922,,,
98153,98153,,,Newport wooden bunk beds,650,,,
02252,102252,,,NFL players Bobble Head Figurines,6510,,,
02203,102203,,,Nickelodeon Fatter Smatter Spray Foam,6326,,,
02203,102203,,,Nickelodeon Spit Smatter Spray Foam,6327,Explosion/Projectiles,,
01204,101204,,,Nike Trunner cross-training shoes,3884,,,
04117,104117,,,"Nikko Radio-Control Hummer Wagon, Ford F150 Toy Trucks",7443,,,
06023,106023,,Cameras,"Nikon digital SLR D100, D70, D50 cameras",8360,Burn - Not Fire-Related,China,2005-11-08
98089,98089,,,Norco Rambler bike passenger trailers,1791,Fall,,1998-03-31
98089,98089,,,Norco Stagecoach bike passenger trailers,1796,,,
92059,92059,,,NuTone Decorator paddle fans,1367,,,
92059,92059,,,NuTone Sea Island paddle fans,1368,,,
92059,92059,,,NuTone Slimline paddle fans,1366,,,
92059,92059,,,NuTone Verandah paddle fans,3522,Fall,,1992-03-05
03047,103047,,,"OCEANIC Alpha 7, Delta 3, Gamma 2, Zeta second stage scuba regulators",6634,,,
06250,106250,,,"Olympus Infinity, AF-1 Twin, Quantary Infinity Zoom, AZ 35mm Film Cameras",8927,,,
01193,101193,,,Optical Illusions Lab educational kits,3778,,,
93100,93100,,,Oriental Trading 6-inch stretchable charm toy bracelets,362,Choking,,1993-08-27
90011,90011,,,Oriental Trading Funny Clown toy clown dolls,264,Choking,,1989-11-21
